TxBENCH,0.96 beta,詳細ベンチマーク,

経過時間,現在の読み込み mB/s,現在の書き込み mB/s,現在の読み込み MB/s,現在の書き込み MB/s,現在の読み込み IO/s,現在の書き込み IO/s,現在の読み込み平均応答時間(ms),現在の書き込み平均応答時間(ms),現在の読み込み最小応答時間(ms),現在の書き込み最小応答時間(ms),現在の読み込み最大応答時間(ms),現在の書き込み最大応答時間(ms),現在の読み込みバイト数,現在の書き込みバイト数,現在の読み込みI/O数,現在の書き込みI/O数,全体の読み込み mB/s,全体の書き込み mB/s,全体の読み込み MB/s,全体の書き込み MB/s,全体の読み込み IO/s,全体の書き込み IO/s,全体の読み込み平均応答時間(ms),全体の書き込み平均応答時間(ms),全体の読み込み最小応答時間(ms),全体の書き込み最小応答時間(ms),全体の読み込み最大応答時間(ms),全体の書き込み最大応答時間(ms),全体の読み込みバイト数,全体の書き込みバイト数,全体の読み込みI/O数,全体の書き込みI/O数,
0:00:00:995,0.000000,4.414190,0.000000,4.209699,0.000000,1077.683000,0.000000,0.926860,0.000000,0.177200,0.000000,44.823700,0,4378624,0,1069,0.000000,4.414190,0.000000,4.209699,0.000000,1077.683000,0.000000,0.926860,0.000000,0.177200,0.000000,44.823700,0,4378624,0,1069,
0:00:01:995,0.000000,4.074231,0.000000,3.885489,0.000000,994.685282,0.000000,0.993881,0.000000,0.180600,0.000000,42.755200,0,4075520,0,995,0.000000,4.243496,0.000000,4.046913,0.000000,1036.009720,0.000000,0.959169,0.000000,0.177200,0.000000,44.823700,0,8454144,0,2064,
0:00:02:994,0.000000,3.912952,0.000000,3.731682,0.000000,955.310591,0.000000,1.048232,0.000000,0.175300,0.000000,43.269900,0,3907584,0,954,0.000000,4.133131,0.000000,3.941660,0.000000,1009.065069,0.000000,0.987322,0.000000,0.175300,0.000000,44.823700,0,12361728,0,3018,
0:00:03:995,0.000000,4.294166,0.000000,4.095236,0.000000,1048.380357,0.000000,0.960828,0.000000,0.178700,0.000000,39.071900,0,4300800,0,1050,0.000000,4.173528,0.000000,3.980186,0.000000,1018.927735,0.000000,0.980484,0.000000,0.175300,0.000000,44.823700,0,16662528,0,4068,
0:00:04:994,0.000000,3.937950,0.000000,3.755521,0.000000,961.413470,0.000000,1.036077,0.000000,0.181100,0.000000,40.348600,0,3932160,0,960,0.000000,4.126396,0.000000,3.935238,0.000000,1007.420994,0.000000,0.991098,0.000000,0.175300,0.000000,44.823700,0,20594688,0,5028,
0:00:05:994,0.000000,4.179969,0.000000,3.986330,0.000000,1020.500363,0.000000,0.981081,0.000000,0.176800,0.000000,36.030700,0,4182016,0,1021,0.000000,4.135342,0.000000,3.943770,0.000000,1009.605068,0.000000,0.989408,0.000000,0.175300,0.000000,44.823700,0,24776704,0,6049,
0:00:06:994,0.000000,4.098056,0.000000,3.908211,0.000000,1000.502052,0.000000,0.986934,0.000000,0.179000,0.000000,43.399300,0,4096000,0,1000,0.000000,4.130012,0.000000,3.938686,0.000000,1008.303607,0.000000,0.989057,0.000000,0.175300,0.000000,44.823700,0,28872704,0,7049,
0:00:07:994,0.000000,4.389005,0.000000,4.185682,0.000000,1071.534525,0.000000,0.943907,0.000000,0.178400,0.000000,159.061200,0,4390912,0,1072,0.000000,4.162435,0.000000,3.969607,0.000000,1016.219430,0.000000,0.983097,0.000000,0.175300,0.000000,159.061200,0,33263616,0,8121,
0:00:08:996,0.000000,6.382269,0.000000,6.086606,0.000000,1558.171174,0.000000,0.630939,0.000000,0.187000,0.000000,28.843400,0,6389760,0,1560,0.000000,4.409577,0.000000,4.205300,0.000000,1076.556860,0.000000,0.926350,0.000000,0.175300,0.000000,159.061200,0,39653376,0,9681,
0:00:09:995,0.000000,5.977485,0.000000,5.700574,0.000000,1459.346977,0.000000,0.694930,0.000000,0.189600,0.000000,35.455100,0,5971968,0,1458,0.000000,4.566354,0.000000,4.354815,0.000000,1114.832557,0.000000,0.896059,0.000000,0.175300,0.000000,159.061200,0,45625344,0,11139,
0:00:10:995,0.000000,5.291666,0.000000,5.046526,0.000000,1291.910729,0.000000,0.765036,0.000000,0.181100,0.000000,130.450700,0,5292032,0,1292,0.000000,4.632346,0.000000,4.417749,0.000000,1130.943836,0.000000,0.882441,0.000000,0.175300,0.000000,159.061200,0,50917376,0,12431,
0:00:11:995,0.000000,5.769595,0.000000,5.502314,0.000000,1408.592494,0.000000,0.716322,0.000000,0.186900,0.000000,40.687300,0,5771264,0,1409,0.000000,4.727207,0.000000,4.508216,0.000000,1154.103370,0.000000,0.865529,0.000000,0.175300,0.000000,159.061200,0,56688640,0,13840,
0:00:12:995,0.000000,6.202792,0.000000,5.915444,0.000000,1514.353602,0.000000,0.651113,0.000000,0.179200,0.000000,33.181800,0,6201344,0,1514,0.000000,4.840759,0.000000,4.616508,0.000000,1181.826028,0.000000,0.844386,0.000000,0.175300,0.000000,159.061200,0,62889984,0,15354,
0:00:13:994,0.000000,6.012714,0.000000,5.734171,0.000000,1467.947854,0.000000,0.685839,0.000000,0.181300,0.000000,34.946800,0,6008832,0,1467,0.000000,4.924470,0.000000,4.696340,0.000000,1202.263076,0.000000,0.830559,0.000000,0.175300,0.000000,159.061200,0,68898816,0,16821,
0:00:14:995,0.000000,6.300647,0.000000,6.008765,0.000000,1538.243953,0.000000,0.652164,0.000000,0.187200,0.000000,27.726400,0,6303744,0,1539,0.000000,5.016311,0.000000,4.783927,0.000000,1224.685358,0.000000,0.815606,0.000000,0.175300,0.000000,159.061200,0,75202560,0,18360,
0:00:15:994,0.000000,6.256049,0.000000,5.966234,0.000000,1527.355834,0.000000,0.653817,0.000000,0.188800,0.000000,29.627300,0,6250496,0,1526,0.000000,5.093771,0.000000,4.857799,0.000000,1243.596441,0.000000,0.803190,0.000000,0.175300,0.000000,159.061200,0,81453056,0,19886,
0:00:16:994,0.000000,6.483709,0.000000,6.183346,0.000000,1582.936683,0.000000,0.629049,0.000000,0.185900,0.000000,31.975900,0,6483968,0,1583,0.000000,5.175580,0.000000,4.935818,0.000000,1263.569289,0.000000,0.790350,0.000000,0.175300,0.000000,159.061200,0,87937024,0,21469,
0:00:17:994,0.000000,6.565900,0.000000,6.261731,0.000000,1603.003046,0.000000,0.624607,0.000000,0.188500,0.000000,26.504000,0,6565888,0,1603,0.000000,5.252859,0.000000,5.009517,0.000000,1282.436373,0.000000,0.778835,0.000000,0.175300,0.000000,159.061200,0,94502912,0,23072,
0:00:18:995,0.000000,6.400016,0.000000,6.103531,0.000000,1562.503900,0.000000,0.606010,0.000000,0.180200,0.000000,30.158600,0,6410240,0,1565,0.000000,5.313357,0.000000,5.067212,0.000000,1297.206261,0.000000,0.767856,0.000000,0.175300,0.000000,159.061200,0,100913152,0,24637,
0:00:19:995,0.000000,5.906397,0.000000,5.632779,0.000000,1441.991492,0.000000,0.728559,0.000000,0.189200,0.000000,127.319700,0,5906432,0,1442,0.000000,5.343020,0.000000,5.095501,0.000000,1304.448332,0.000000,0.765683,0.000000,0.175300,0.000000,159.061200,0,106819584,0,26079,
0:00:20:996,0.000000,6.212399,0.000000,5.924606,0.000000,1516.699087,0.000000,0.658157,0.000000,0.188400,0.000000,27.343100,0,6213632,0,1517,0.000000,5.384442,0.000000,5.135004,0.000000,1314.561100,0.000000,0.759773,0.000000,0.175300,0.000000,159.061200,0,113033216,0,27596,
0:00:21:995,0.000000,6.206221,0.000000,5.918713,0.000000,1515.190637,0.000000,0.658978,0.000000,0.185900,0.000000,34.606900,0,6201344,0,1514,0.000000,5.421780,0.000000,5.170613,0.000000,1323.676867,0.000000,0.754530,0.000000,0.175300,0.000000,159.061200,0,119234560,0,29110,
0:00:22:996,0.000000,6.401117,0.000000,6.104581,0.000000,1562.772755,0.000000,0.638039,0.000000,0.187900,0.000000,33.244400,0,6406144,0,1564,0.000000,5.464408,0.000000,5.211265,0.000000,1334.083872,0.000000,0.748591,0.000000,0.175300,0.000000,159.061200,0,125640704,0,30674,
0:00:23:995,0.000000,6.324491,0.000000,6.031504,0.000000,1544.065096,0.000000,0.647714,0.000000,0.188200,0.000000,24.609100,0,6320128,0,1543,0.000000,5.500232,0.000000,5.245430,0.000000,1342.830018,0.000000,0.743759,0.000000,0.175300,0.000000,159.061200,0,131960832,0,32217,
0:00:24:994,0.000000,6.404590,0.000000,6.107893,0.000000,1563.620536,0.000000,0.631822,0.000000,0.182900,0.000000,27.758100,0,6397952,0,1562,0.000000,5.536382,0.000000,5.279905,0.000000,1351.655722,0.000000,0.738583,0.000000,0.175300,0.000000,159.061200,0,138358784,0,33779,
0:00:25:995,0.000000,6.543362,0.000000,6.240236,0.000000,1597.500426,0.000000,0.626648,0.000000,0.181000,0.000000,30.219400,0,6549504,0,1599,0.000000,5.575160,0.000000,5.316887,0.000000,1361.123161,0.000000,0.733524,0.000000,0.175300,0.000000,159.061200,0,144908288,0,35378,
0:00:26:994,0.000000,6.649489,0.000000,6.341447,0.000000,1623.410419,0.000000,0.611512,0.000000,0.181500,0.000000,33.424600,0,6643712,0,1622,0.000000,5.614929,0.000000,5.354814,0.000000,1370.832336,0.000000,0.728175,0.000000,0.175300,0.000000,159.061200,0,151552000,0,37000,
0:00:27:995,0.000000,6.141507,0.000000,5.856997,0.000000,1499.391303,0.000000,0.674197,0.000000,0.177400,0.000000,158.543800,0,6148096,0,1501,0.000000,5.633761,0.000000,5.372773,0.000000,1375.429971,0.000000,0.726071,0.000000,0.175300,0.000000,159.061200,0,157700096,0,38501,
0:00:28:994,0.000000,6.342056,0.000000,6.048256,0.000000,1548.353571,0.000000,0.645814,0.000000,0.179900,0.000000,30.436100,0,6336512,0,1547,0.000000,5.658171,0.000000,5.396053,0.000000,1381.389470,0.000000,0.722971,0.000000,0.175300,0.000000,159.061200,0,164036608,0,40048,
0:00:29:994,0.000000,6.264907,0.000000,5.974681,0.000000,1529.518354,0.000000,0.652964,0.000000,0.181700,0.000000,31.139700,0,6262784,0,1529,0.000000,5.678395,0.000000,5.415340,0.000000,1386.326947,0.000000,0.720396,0.000000,0.175300,0.000000,159.061200,0,170299392,0,41577,
0:00:30:995,0.000000,6.312786,0.000000,6.020341,0.000000,1541.207422,0.000000,0.644723,0.000000,0.182400,0.000000,36.078000,0,6320128,0,1543,0.000000,5.698889,0.000000,5.434884,0.000000,1391.330206,0.000000,0.717688,0.000000,0.175300,0.000000,159.061200,0,176619520,0,43120,
0:00:31:995,0.000000,6.497272,0.000000,6.196281,0.000000,1586.247960,0.000000,0.623872,0.000000,0.181200,0.000000,33.322300,0,6500352,0,1587,0.000000,5.723856,0.000000,5.458694,0.000000,1397.425722,0.000000,0.714358,0.000000,0.175300,0.000000,159.061200,0,183119872,0,44707,
0:00:32:994,0.000000,6.749055,0.000000,6.436400,0.000000,1647.718406,0.000000,0.612168,0.000000,0.180400,0.000000,29.857900,0,6737920,0,1645,0.000000,5.754880,0.000000,5.488281,0.000000,1404.999959,0.000000,0.710731,0.000000,0.175300,0.000000,159.061200,0,189857792,0,46352,
0:00:33:995,0.000000,6.590160,0.000000,6.284866,0.000000,1608.925773,0.000000,0.619025,0.000000,0.181200,0.000000,38.022700,0,6598656,0,1611,0.000000,5.779484,0.000000,5.511746,0.000000,1411.006916,0.000000,0.707651,0.000000,0.175300,0.000000,159.061200,0,196456448,0,47963,
0:00:34:995,0.000000,6.008732,0.000000,5.730374,0.000000,1466.975648,0.000000,0.586893,0.000000,0.180400,0.000000,28.077300,0,6008832,0,1467,0.000000,5.786036,0.000000,5.517994,0.000000,1412.606412,0.000000,0.704067,0.000000,0.175300,0.000000,159.061200,0,202465280,0,49430,
0:00:35:996,0.000000,6.426820,0.000000,6.129093,0.000000,1569.047745,0.000000,0.725486,0.000000,0.179600,0.000000,174.994500,0,6430720,0,1570,0.000000,5.803850,0.000000,5.534983,0.000000,1416.955529,0.000000,0.704726,0.000000,0.175300,0.000000,174.994500,0,208896000,0,51000,
0:00:36:994,0.000000,6.158023,0.000000,5.872749,0.000000,1503.423669,0.000000,0.667120,0.000000,0.181600,0.000000,41.097100,0,6148096,0,1501,0.000000,5.813409,0.000000,5.544099,0.000000,1419.289303,0.000000,0.703651,0.000000,0.175300,0.000000,174.994500,0,215044096,0,52501,
0:00:37:995,0.000000,6.295630,0.000000,6.003981,0.000000,1537.019090,0.000000,0.648420,0.000000,0.180300,0.000000,31.313100,0,6303744,0,1539,0.000000,5.826118,0.000000,5.556219,0.000000,1422.392074,0.000000,0.702078,0.000000,0.175300,0.000000,174.994500,0,221347840,0,54040,
0:00:38:995,0.000000,6.896589,0.000000,6.577100,0.000000,1683.737645,0.000000,0.590976,0.000000,0.180900,0.000000,34.342900,0,6893568,0,1683,0.000000,5.853560,0.000000,5.582389,0.000000,1429.091698,0.000000,0.698723,0.000000,0.175300,0.000000,174.994500,0,228241408,0,55723,
0:00:39:994,0.000000,6.685933,0.000000,6.376203,0.000000,1632.307968,0.000000,0.613891,0.000000,0.179500,0.000000,37.453600,0,6680576,0,1631,0.000000,5.874357,0.000000,5.602223,0.000000,1434.169164,0.000000,0.696310,0.000000,0.175300,0.000000,174.994500,0,234921984,0,57354,
0:00:40:994,0.000000,6.722722,0.000000,6.411287,0.000000,1641.289523,0.000000,0.603917,0.000000,0.182900,0.000000,27.442100,0,6721536,0,1641,0.000000,5.895050,0.000000,5.621957,0.000000,1439.221107,0.000000,0.693740,0.000000,0.175300,0.000000,174.994500,0,241643520,0,58995,
0:00:41:994,0.000000,6.896503,0.000000,6.577017,0.000000,1683.716462,0.000000,0.597837,0.000000,0.181400,0.000000,36.906100,0,6897664,0,1684,0.000000,5.918903,0.000000,5.644706,0.000000,1445.044641,0.000000,0.691079,0.000000,0.175300,0.000000,174.994500,0,248541184,0,60679,
0:00:42:994,0.000000,5.686675,0.000000,5.423236,0.000000,1388.348475,0.000000,0.719765,0.000000,0.182800,0.000000,131.551800,0,5685248,0,1388,0.000000,5.913502,0.000000,5.639555,0.000000,1443.726175,0.000000,0.691720,0.000000,0.175300,0.000000,174.994500,0,254226432,0,62067,
0:00:43:995,0.000000,6.985153,0.000000,6.661561,0.000000,1705.359615,0.000000,0.585916,0.000000,0.179200,0.000000,28.388400,0,6991872,0,1707,0.000000,5.937886,0.000000,5.662809,0.000000,1449.679219,0.000000,0.688888,0.000000,0.175300,0.000000,174.994500,0,261218304,0,63774,
0:00:44:995,0.000000,6.452423,0.000000,6.153510,0.000000,1575.298520,0.000000,0.627255,0.000000,0.182700,0.000000,34.587500,0,6455296,0,1576,0.000000,5.949327,0.000000,5.673721,0.000000,1452.472483,0.000000,0.687402,0.000000,0.175300,0.000000,174.994500,0,267673600,0,65350,
0:00:45:994,0.000000,6.634485,0.000000,6.327138,0.000000,1619.747221,0.000000,0.614775,0.000000,0.181200,0.000000,30.429100,0,6627328,0,1618,0.000000,5.964209,0.000000,5.687913,0.000000,1456.105666,0.000000,0.685647,0.000000,0.175300,0.000000,174.994500,0,274300928,0,66968,
0:00:46:995,0.000000,6.733232,0.000000,6.421310,0.000000,1643.855383,0.000000,0.614142,0.000000,0.184000,0.000000,28.830400,0,6737920,0,1645,0.000000,5.980585,0.000000,5.703531,0.000000,1460.103814,0.000000,0.683933,0.000000,0.175300,0.000000,174.994500,0,281038848,0,68613,
0:00:47:994,0.000000,6.548698,0.000000,6.245325,0.000000,1598.803290,0.000000,0.625946,0.000000,0.181400,0.000000,32.580500,0,6541312,0,1597,0.000000,5.992410,0.000000,5.714807,0.000000,1462.990684,0.000000,0.682614,0.000000,0.175300,0.000000,174.994500,0,287580160,0,70210,
0:00:48:994,0.000000,6.331209,0.000000,6.037911,0.000000,1545.705234,0.000000,0.635671,0.000000,0.179800,0.000000,75.528700,0,6332416,0,1546,0.000000,5.999327,0.000000,5.721404,0.000000,1464.679371,0.000000,0.681603,0.000000,0.175300,0.000000,174.994500,0,293912576,0,71756,
0:00:49:995,0.000000,6.002833,0.000000,5.724747,0.000000,1465.535344,0.000000,0.692332,0.000000,0.180900,0.000000,35.016800,0,6008832,0,1467,0.000000,5.999397,0.000000,5.721471,0.000000,1464.696510,0.000000,0.681817,0.000000,0.175300,0.000000,174.994500,0,299921408,0,73223,
0:00:50:994,0.000000,5.630905,0.000000,5.370050,0.000000,1374.732733,0.000000,0.718959,0.000000,0.177600,0.000000,125.863600,0,5627904,0,1374,0.000000,5.992174,0.000000,5.714583,0.000000,1462.933157,0.000000,0.682502,0.000000,0.175300,0.000000,174.994500,0,305549312,0,74597,
0:00:51:995,0.000000,6.498743,0.000000,6.197684,0.000000,1586.607118,0.000000,0.628396,0.000000,0.182500,0.000000,33.514800,0,6504448,0,1588,0.000000,6.001926,0.000000,5.723883,0.000000,1465.313945,0.000000,0.681374,0.000000,0.175300,0.000000,174.994500,0,312053760,0,76185,
0:00:52:994,0.000000,7.163025,0.000000,6.831193,0.000000,1748.785465,0.000000,0.576520,0.000000,0.181700,0.000000,24.019900,0,7151616,0,1746,0.000000,6.023802,0.000000,5.744746,0.000000,1470.654884,0.000000,0.679025,0.000000,0.175300,0.000000,174.994500,0,319205376,0,77931,
0:00:53:995,0.000000,6.726170,0.000000,6.414575,0.000000,1642.131255,0.000000,0.609091,0.000000,0.179500,0.000000,30.063100,0,6733824,0,1644,0.000000,6.036826,0.000000,5.757166,0.000000,1473.834468,0.000000,0.677580,0.000000,0.175300,0.000000,174.994500,0,325939200,0,79575,
0:00:54:994,0.000000,6.183764,0.000000,5.897297,0.000000,1509.707933,0.000000,0.661776,0.000000,0.180800,0.000000,36.178300,0,6176768,0,1508,0.000000,6.039495,0.000000,5.759711,0.000000,1474.486085,0.000000,0.677286,0.000000,0.175300,0.000000,174.994500,0,332115968,0,81083,
0:00:55:994,0.000000,6.779218,0.000000,6.465166,0.000000,1655.082422,0.000000,0.603293,0.000000,0.182400,0.000000,39.795400,0,6782976,0,1656,0.000000,6.052714,0.000000,5.772318,0.000000,1477.713313,0.000000,0.675805,0.000000,0.175300,0.000000,174.994500,0,338898944,0,82739,
0:00:56:995,0.000000,6.378740,0.000000,6.083240,0.000000,1557.309489,0.000000,0.641287,0.000000,0.179900,0.000000,32.194100,0,6381568,0,1558,0.000000,6.058437,0.000000,5.777776,0.000000,1479.110560,0.000000,0.675167,0.000000,0.175300,0.000000,174.994500,0,345280512,0,84297,
0:00:57:994,0.000000,7.032981,0.000000,6.707173,0.000000,1717.036403,0.000000,0.580965,0.000000,0.182500,0.000000,23.277800,0,7028736,0,1716,0.000000,6.075232,0.000000,5.793793,0.000000,1483.210884,0.000000,0.673288,0.000000,0.175300,0.000000,174.994500,0,352309248,0,86013,
0:00:58:994,0.000000,5.700126,0.000000,5.436064,0.000000,1391.632331,0.000000,0.718273,0.000000,0.178700,0.000000,170.513800,0,5701632,0,1392,0.000000,6.068871,0.000000,5.787727,0.000000,1481.658067,0.000000,0.674004,0.000000,0.175300,0.000000,174.994500,0,358010880,0,87405,
0:00:59:994,0.000000,6.657457,0.000000,6.349046,0.000000,1625.355790,0.000000,0.608637,0.000000,0.181200,0.000000,25.346600,0,6656000,0,1625,0.000000,6.078681,0.000000,5.797081,0.000000,1484.052859,0.000000,0.672811,0.000000,0.175300,0.000000,174.994500,0,364666880,0,89030,
0:01:00:996,0.000000,6.409841,0.000000,6.112901,0.000000,1564.902588,0.000000,0.644078,0.000000,0.181100,0.000000,36.133800,0,6422528,0,1568,0.000000,6.084121,0.000000,5.802270,0.000000,1485.381038,0.000000,0.672314,0.000000,0.175300,0.000000,174.994500,0,371089408,0,90598,
0:01:01:994,0.000000,6.563695,0.000000,6.259628,0.000000,1602.464689,0.000000,0.621887,0.000000,0.182300,0.000000,38.491600,0,6549504,0,1599,0.000000,6.091840,0.000000,5.809632,0.000000,1487.265677,0.000000,0.671439,0.000000,0.175300,0.000000,174.994500,0,377638912,0,92197,
0:01:02:994,0.000000,6.726749,0.000000,6.415127,0.000000,1642.272617,0.000000,0.604477,0.000000,0.178300,0.000000,29.070800,0,6725632,0,1642,0.000000,6.101918,0.000000,5.819242,0.000000,1489.726056,0.000000,0.670267,0.000000,0.175300,0.000000,174.994500,0,384364544,0,93839,
0:01:03:995,0.000000,6.411412,0.000000,6.114399,0.000000,1565.286107,0.000000,0.624868,0.000000,0.182700,0.000000,33.521500,0,6422528,0,1568,0.000000,6.106763,0.000000,5.823863,0.000000,1490.908867,0.000000,0.669521,0.000000,0.175300,0.000000,174.994500,0,390787072,0,95407,
0:01:04:995,0.000000,6.623293,0.000000,6.316464,0.000000,1617.014839,0.000000,0.629816,0.000000,0.183500,0.000000,30.075600,0,6619136,0,1616,0.000000,6.114705,0.000000,5.831437,0.000000,1492.847984,0.000000,0.668860,0.000000,0.175300,0.000000,174.994500,0,397406208,0,97023,
0:01:05:995,0.000000,5.841335,0.000000,5.570731,0.000000,1426.107243,0.000000,0.693981,0.000000,0.181700,0.000000,129.692200,0,5840896,0,1426,0.000000,6.110563,0.000000,5.827487,0.000000,1491.836711,0.000000,0.669224,0.000000,0.175300,0.000000,174.994500,0,403247104,0,98449,
0:01:06:994,0.000000,7.394966,0.000000,7.052389,0.000000,1805.411651,0.000000,0.562028,0.000000,0.180700,0.000000,24.572200,0,7389184,0,1804,0.000000,6.129721,0.000000,5.845757,0.000000,1496.513901,0.000000,0.667295,0.000000,0.175300,0.000000,174.994500,0,410636288,0,100253,
0:01:07:994,0.000000,6.627331,0.000000,6.320316,0.000000,1618.000809,0.000000,0.617870,0.000000,0.179600,0.000000,25.970000,0,6627328,0,1618,0.000000,6.137040,0.000000,5.852737,0.000000,1498.300708,0.000000,0.666510,0.000000,0.175300,0.000000,174.994500,0,417263616,0,101871,
0:01:08:994,0.000000,6.846089,0.000000,6.528939,0.000000,1671.408492,0.000000,0.595191,0.000000,0.179700,0.000000,26.934200,0,6844416,0,1671,0.000000,6.147315,0.000000,5.862536,0.000000,1500.809239,0.000000,0.665359,0.000000,0.175300,0.000000,174.994500,0,424108032,0,103542,
0:01:09:994,0.000000,6.551564,0.000000,6.248059,0.000000,1599.503034,0.000000,0.622083,0.000000,0.179200,0.000000,27.569100,0,6553600,0,1600,0.000000,6.153092,0.000000,5.868046,0.000000,1502.219768,0.000000,0.664700,0.000000,0.175300,0.000000,174.994500,0,430661632,0,105142,
0:01:10:995,0.000000,6.558327,0.000000,6.254508,0.000000,1601.154030,0.000000,0.628236,0.000000,0.180200,0.000000,32.377900,0,6565888,0,1603,0.000000,6.158807,0.000000,5.873496,0.000000,1503.614967,0.000000,0.664153,0.000000,0.175300,0.000000,174.994500,0,437227520,0,106745,
0:01:11:995,0.000000,6.686951,0.000000,6.377173,0.000000,1632.556375,0.000000,0.604504,0.000000,0.182500,0.000000,25.882900,0,6684672,0,1632,0.000000,6.166141,0.000000,5.880490,0.000000,1505.405411,0.000000,0.663254,0.000000,0.175300,0.000000,174.994500,0,443912192,0,108377,
0:01:12:995,0.000000,6.972847,0.000000,6.649825,0.000000,1702.355318,0.000000,0.584551,0.000000,0.182200,0.000000,25.659200,0,6975488,0,1703,0.000000,6.177197,0.000000,5.891034,0.000000,1508.104662,0.000000,0.662037,0.000000,0.175300,0.000000,174.994500,0,450887680,0,110080,
0:01:13:994,0.000000,5.379194,0.000000,5.129999,0.000000,1313.279791,0.000000,0.772006,0.000000,0.181600,0.000000,130.295000,0,5373952,0,1312,0.000000,6.166422,0.000000,5.880758,0.000000,1505.474150,0.000000,0.663332,0.000000,0.175300,0.000000,174.994500,0,456261632,0,111392,
0:01:14:995,0.000000,6.488875,0.000000,6.188274,0.000000,1584.198079,0.000000,0.624559,0.000000,0.181900,0.000000,34.805400,0,6492160,0,1585,0.000000,6.170724,0.000000,5.884861,0.000000,1506.524448,0.000000,0.662788,0.000000,0.175300,0.000000,174.994500,0,462753792,0,112977,
0:01:15:995,0.000000,6.511019,0.000000,6.209392,0.000000,1589.604347,0.000000,0.630069,0.000000,0.179900,0.000000,34.802500,0,6512640,0,1590,0.000000,6.175203,0.000000,5.889133,0.000000,1507.617991,0.000000,0.662334,0.000000,0.175300,0.000000,174.994500,0,469266432,0,114567,
0:01:16:995,0.000000,6.462913,0.000000,6.163515,0.000000,1577.859728,0.000000,0.635508,0.000000,0.181100,0.000000,32.089200,0,6463488,0,1578,0.000000,6.178941,0.000000,5.892697,0.000000,1508.530396,0.000000,0.661970,0.000000,0.175300,0.000000,174.994500,0,475729920,0,116145,
0:01:17:996,0.000000,6.550792,0.000000,6.247322,0.000000,1599.314374,0.000000,0.622425,0.000000,0.180900,0.000000,37.473000,0,6553600,0,1600,0.000000,6.183710,0.000000,5.897246,0.000000,1509.694902,0.000000,0.661432,0.000000,0.175300,0.000000,174.994500,0,482283520,0,117745,
0:01:18:994,0.000000,6.788749,0.000000,6.474255,0.000000,1657.409376,0.000000,0.604884,0.000000,0.181700,0.000000,35.896400,0,6778880,0,1655,0.000000,6.191359,0.000000,5.904540,0.000000,1511.562198,0.000000,0.660648,0.000000,0.175300,0.000000,174.994500,0,489062400,0,119400,
0:01:19:995,0.000000,6.554363,0.000000,6.250728,0.000000,1600.186305,0.000000,0.624565,0.000000,0.181500,0.000000,33.677000,0,6557696,0,1601,0.000000,6.195899,0.000000,5.908870,0.000000,1512.670678,0.000000,0.660171,0.000000,0.175300,0.000000,174.994500,0,495620096,0,121001,
0:01:20:996,0.000000,6.550335,0.000000,6.246886,0.000000,1599.202816,0.000000,0.624476,0.000000,0.183200,0.000000,27.275800,0,6557696,0,1601,0.000000,6.200280,0.000000,5.913048,0.000000,1513.740272,0.000000,0.659705,0.000000,0.175300,0.000000,174.994500,0,502177792,0,122602,
0:01:21:995,0.000000,5.667673,0.000000,5.405114,0.000000,1383.709151,0.000000,0.721875,0.000000,0.179600,0.000000,127.818000,0,5664768,0,1383,0.000000,6.193788,0.000000,5.906856,0.000000,1512.155190,0.000000,0.660398,0.000000,0.175300,0.000000,174.994500,0,507842560,0,123985,
0:01:22:994,0.000000,6.747906,0.000000,6.435304,0.000000,1647.437879,0.000000,0.601046,0.000000,0.179900,0.000000,25.926800,0,6737920,0,1645,0.000000,6.200455,0.000000,5.913214,0.000000,1513.782871,0.000000,0.659621,0.000000,0.175300,0.000000,174.994500,0,514580480,0,125630,
0:01:23:994,0.000000,6.673231,0.000000,6.364089,0.000000,1629.206739,0.000000,0.615421,0.000000,0.179400,0.000000,30.210900,0,6676480,0,1630,0.000000,6.206086,0.000000,5.918585,0.000000,1515.157777,0.000000,0.659055,0.000000,0.175300,0.000000,174.994500,0,521256960,0,127260,
0:01:24:995,0.000000,6.613448,0.000000,6.307075,0.000000,1614.611273,0.000000,0.608428,0.000000,0.181400,0.000000,27.946000,0,6619136,0,1616,0.000000,6.210883,0.000000,5.923160,0.000000,1516.328933,0.000000,0.658420,0.000000,0.175300,0.000000,174.994500,0,527876096,0,128876,
0:01:25:995,0.000000,6.183114,0.000000,5.896677,0.000000,1509.549249,0.000000,0.663335,0.000000,0.181300,0.000000,34.071500,0,6184960,0,1510,0.000000,6.210560,0.000000,5.922852,0.000000,1516.250069,0.000000,0.658477,0.000000,0.175300,0.000000,174.994500,0,534061056,0,130386,
0:01:26:995,0.000000,1.577428,0.000000,1.504352,0.000000,385.114225,0.000000,2.575113,0.000000,0.182200,0.000000,691.530500,0,1576960,0,385,0.000000,6.157317,0.000000,5.872075,0.000000,1503.251185,0.000000,0.664120,0.000000,0.175300,0.000000,691.530500,0,535638016,0,130771,
0:01:27:994,0.000000,0.004101,0.000000,0.003911,0.000000,1.001229,0.000000,679.736000,0.000000,679.736000,0.000000,679.736000,0,4096,0,1,0.000000,6.087473,0.000000,5.805466,0.000000,1486.199359,0.000000,0.669313,0.000000,0.175300,0.000000,691.530500,0,535642112,0,130772,
