TxBENCH,0.96 beta,詳細ベンチマーク,

経過時間,現在の読み込み mB/s,現在の書き込み mB/s,現在の読み込み MB/s,現在の書き込み MB/s,現在の読み込み IO/s,現在の書き込み IO/s,現在の読み込み平均応答時間(ms),現在の書き込み平均応答時間(ms),現在の読み込み最小応答時間(ms),現在の書き込み最小応答時間(ms),現在の読み込み最大応答時間(ms),現在の書き込み最大応答時間(ms),現在の読み込みバイト数,現在の書き込みバイト数,現在の読み込みI/O数,現在の書き込みI/O数,全体の読み込み mB/s,全体の書き込み mB/s,全体の読み込み MB/s,全体の書き込み MB/s,全体の読み込み IO/s,全体の書き込み IO/s,全体の読み込み平均応答時間(ms),全体の書き込み平均応答時間(ms),全体の読み込み最小応答時間(ms),全体の書き込み最小応答時間(ms),全体の読み込み最大応答時間(ms),全体の書き込み最大応答時間(ms),全体の読み込みバイト数,全体の書き込みバイト数,全体の読み込みI/O数,全体の書き込みI/O数,
0:04:27:995,0.000000,0.012288,0.000000,0.011719,0.000000,3.000080,0.000000,262.393233,0.000000,124.103300,0.000000,402.693300,0,12288,0,3,0.000000,2.225265,0.000000,2.122179,0.000000,543.277696,0.000000,1.837773,0.000000,0.170000,0.000000,1233.316800,0,596353024,0,145594,
0:04:28:994,0.000000,0.389543,0.000000,0.371497,0.000000,95.103187,0.000000,11.342646,0.000000,0.178300,0.000000,346.982600,0,389120,0,95,0.000000,2.218448,0.000000,2.115677,0.000000,541.613371,0.000000,1.843971,0.000000,0.170000,0.000000,1233.316800,0,596742144,0,145689,
0:04:29:995,0.000000,0.388583,0.000000,0.370582,0.000000,94.868901,0.000000,12.250457,0.000000,0.177100,0.000000,402.696700,0,389120,0,95,0.000000,2.211662,0.000000,2.109205,0.000000,539.956427,0.000000,1.850752,0.000000,0.170000,0.000000,1233.316800,0,597131264,0,145784,
0:04:30:995,0.000000,0.397400,0.000000,0.378990,0.000000,97.021413,0.000000,10.712602,0.000000,0.181800,0.000000,427.948900,0,397312,0,97,0.000000,2.204968,0.000000,2.102821,0.000000,538.322293,0.000000,1.856644,0.000000,0.170000,0.000000,1233.316800,0,597528576,0,145881,
0:04:31:994,0.000000,0.012300,0.000000,0.011730,0.000000,3.002948,0.000000,283.342400,0.000000,37.485000,0.000000,406.393000,0,12288,0,3,0.000000,2.196914,0.000000,2.095141,0.000000,536.356073,0.000000,1.862433,0.000000,0.170000,0.000000,1233.316800,0,597540864,0,145884,
0:04:32:994,0.000000,0.376786,0.000000,0.359331,0.000000,91.988685,0.000000,12.463229,0.000000,0.179600,0.000000,381.756800,0,376832,0,92,0.000000,2.190246,0.000000,2.088782,0.000000,534.728100,0.000000,1.869114,0.000000,0.170000,0.000000,1233.316800,0,597917696,0,145976,
0:04:33:994,0.000000,0.385056,0.000000,0.367218,0.000000,94.007756,0.000000,8.337102,0.000000,0.177000,0.000000,366.738200,0,385024,0,94,0.000000,2.183658,0.000000,2.082499,0.000000,533.119712,0.000000,1.873276,0.000000,0.170000,0.000000,1233.316800,0,598302720,0,146070,
0:04:34:994,0.000000,0.393148,0.000000,0.374935,0.000000,95.983299,0.000000,11.840234,0.000000,0.176500,0.000000,414.907200,0,393216,0,96,0.000000,2.177146,0.000000,2.076288,0.000000,531.529797,0.000000,1.879823,0.000000,0.170000,0.000000,1233.316800,0,598695936,0,146166,
0:04:35:995,0.000000,0.384734,0.000000,0.366911,0.000000,93.929149,0.000000,9.143416,0.000000,0.177000,0.000000,382.562000,0,385024,0,94,0.000000,2.170647,0.000000,2.070090,0.000000,529.943045,0.000000,1.884491,0.000000,0.170000,0.000000,1233.316800,0,599080960,0,146260,
0:04:36:994,0.000000,0.012300,0.000000,0.011730,0.000000,3.002977,0.000000,389.025767,0.000000,384.782600,0.000000,395.052300,0,12288,0,3,0.000000,2.162862,0.000000,2.062666,0.000000,528.042558,0.000000,1.892431,0.000000,0.170000,0.000000,1233.316800,0,599093248,0,146263,
0:04:37:994,0.000000,0.380913,0.000000,0.363267,0.000000,92.996308,0.000000,8.231034,0.000000,0.176500,0.000000,377.867800,0,380928,0,93,0.000000,2.156452,0.000000,2.056553,0.000000,526.477530,0.000000,1.896459,0.000000,0.170000,0.000000,1233.316800,0,599474176,0,146356,
0:04:38:995,0.000000,0.388760,0.000000,0.370750,0.000000,94.912102,0.000000,12.657088,0.000000,0.174300,0.000000,386.165800,0,389120,0,95,0.000000,2.150110,0.000000,2.050505,0.000000,524.929223,0.000000,1.903439,0.000000,0.170000,0.000000,1233.316800,0,599863296,0,146451,
0:04:39:995,0.000000,0.389001,0.000000,0.370980,0.000000,94.971005,0.000000,8.681364,0.000000,0.177800,0.000000,395.166300,0,389120,0,95,0.000000,2.143818,0.000000,2.044504,0.000000,523.393147,0.000000,1.907833,0.000000,0.170000,0.000000,1233.316800,0,600252416,0,146546,
0:04:40:994,0.000000,0.389520,0.000000,0.371475,0.000000,95.097627,0.000000,11.998025,0.000000,0.175900,0.000000,400.764000,0,389120,0,95,0.000000,2.137581,0.000000,2.038557,0.000000,521.870480,0.000000,1.914370,0.000000,0.170000,0.000000,1233.316800,0,600641536,0,146641,
0:04:41:995,0.000000,0.401102,0.000000,0.382521,0.000000,97.925312,0.000000,10.721248,0.000000,0.183400,0.000000,473.525000,0,401408,0,98,0.000000,2.131419,0.000000,2.032679,0.000000,520.365939,0.000000,1.920252,0.000000,0.170000,0.000000,1233.316800,0,601042944,0,146739,
0:04:42:995,0.000000,0.368650,0.000000,0.351572,0.000000,90.002466,0.000000,11.949173,0.000000,0.176700,0.000000,466.013800,0,368640,0,90,0.000000,2.125190,0.000000,2.026739,0.000000,518.845218,0.000000,1.926399,0.000000,0.170000,0.000000,1233.316800,0,601411584,0,146829,
0:04:43:995,0.000000,0.008190,0.000000,0.007810,0.000000,1.999401,0.000000,292.372050,0.000000,158.744900,0.000000,425.999200,0,8192,0,2,0.000000,2.117733,0.000000,2.019628,0.000000,517.024743,0.000000,1.930355,0.000000,0.170000,0.000000,1233.316800,0,601419776,0,146831,
0:04:44:996,0.000000,0.401109,0.000000,0.382527,0.000000,97.926956,0.000000,13.781750,0.000000,0.184400,0.000000,437.557500,0,401408,0,98,0.000000,2.111705,0.000000,2.013879,0.000000,515.553091,0.000000,1.938260,0.000000,0.170000,0.000000,1233.316800,0,601821184,0,146929,
0:04:45:995,0.000000,0.397789,0.000000,0.379362,0.000000,97.116550,0.000000,6.986265,0.000000,0.177000,0.000000,214.417400,0,397312,0,97,0.000000,2.105720,0.000000,2.008171,0.000000,514.091740,0.000000,1.941590,0.000000,0.170000,0.000000,1233.316800,0,602218496,0,147026,
0:04:46:996,0.000000,0.397003,0.000000,0.378611,0.000000,96.924496,0.000000,13.712660,0.000000,0.176500,0.000000,426.893500,0,397312,0,97,0.000000,2.099761,0.000000,2.002488,0.000000,512.637026,0.000000,1.949351,0.000000,0.170000,0.000000,1233.316800,0,602615808,0,147123,
0:04:47:995,0.000000,0.405701,0.000000,0.386907,0.000000,99.048187,0.000000,10.355958,0.000000,0.182300,0.000000,474.264700,0,405504,0,99,0.000000,2.093882,0.000000,1.996881,0.000000,511.201612,0.000000,1.955004,0.000000,0.170000,0.000000,1233.316800,0,603021312,0,147222,
0:04:48:995,0.000000,0.008192,0.000000,0.007813,0.000000,2.000050,0.000000,451.444900,0.000000,446.344700,0.000000,456.545100,0,8192,0,2,0.000000,2.086665,0.000000,1.989999,0.000000,509.439664,0.000000,1.961111,0.000000,0.170000,0.000000,1233.316800,0,603029504,0,147224,
0:04:49:996,0.000000,0.364234,0.000000,0.347360,0.000000,88.924237,0.000000,10.626306,0.000000,0.175300,0.000000,477.963800,0,364544,0,89,0.000000,2.080720,0.000000,1.984329,0.000000,507.988340,0.000000,1.966346,0.000000,0.170000,0.000000,1233.316800,0,603394048,0,147313,
0:04:50:994,0.000000,0.008209,0.000000,0.007829,0.000000,2.004171,0.000000,451.083700,0.000000,447.451200,0.000000,454.716200,0,8192,0,2,0.000000,2.073613,0.000000,1.977551,0.000000,506.253127,0.000000,1.972443,0.000000,0.170000,0.000000,1233.316800,0,603402240,0,147315,
0:04:51:995,0.000000,0.368223,0.000000,0.351165,0.000000,89.898217,0.000000,9.207339,0.000000,0.176000,0.000000,448.874400,0,368640,0,90,0.000000,2.067766,0.000000,1.971975,0.000000,504.825600,0.000000,1.976860,0.000000,0.170000,0.000000,1233.316800,0,603770880,0,147405,
0:04:52:995,0.000000,0.409565,0.000000,0.390592,0.000000,99.991451,0.000000,10.856030,0.000000,0.181300,0.000000,519.886100,0,409600,0,100,0.000000,2.062106,0.000000,1.966577,0.000000,503.443758,0.000000,1.982880,0.000000,0.170000,0.000000,1233.316800,0,604180480,0,147505,
0:04:53:994,0.000000,0.377192,0.000000,0.359718,0.000000,92.087898,0.000000,12.571929,0.000000,0.177600,0.000000,486.838000,0,376832,0,92,0.000000,2.056380,0.000000,1.961117,0.000000,502.045881,0.000000,1.989480,0.000000,0.170000,0.000000,1233.316800,0,604557312,0,147597,
0:04:54:994,0.000000,0.409630,0.000000,0.390653,0.000000,100.007221,0.000000,10.871623,0.000000,0.180800,0.000000,520.680700,0,409600,0,100,0.000000,2.050798,0.000000,1.955793,0.000000,500.683095,0.000000,1.995494,0.000000,0.170000,0.000000,1233.316800,0,604966912,0,147697,
0:04:55:995,0.000000,0.008184,0.000000,0.007805,0.000000,1.998088,0.000000,490.475650,0.000000,465.327700,0.000000,515.623600,0,8192,0,2,0.000000,2.043890,0.000000,1.949206,0.000000,498.996691,0.000000,2.002109,0.000000,0.170000,0.000000,1233.316800,0,604975104,0,147699,
0:04:56:995,0.000000,0.376751,0.000000,0.359298,0.000000,91.980307,0.000000,11.756310,0.000000,0.178300,0.000000,527.455700,0,376832,0,92,0.000000,2.038276,0.000000,1.943851,0.000000,497.625936,0.000000,2.008181,0.000000,0.170000,0.000000,1233.316800,0,605351936,0,147791,
0:04:57:994,0.000000,0.385312,0.000000,0.367462,0.000000,94.070365,0.000000,6.155853,0.000000,0.179300,0.000000,427.310200,0,385024,0,94,0.000000,2.032733,0.000000,1.938565,0.000000,496.272696,0.000000,2.010817,0.000000,0.170000,0.000000,1233.316800,0,605736960,0,147885,
0:04:58:994,0.000000,0.409720,0.000000,0.390739,0.000000,100.029199,0.000000,11.360591,0.000000,0.181700,0.000000,542.364300,0,409600,0,100,0.000000,2.027306,0.000000,1.933390,0.000000,494.947815,0.000000,2.017135,0.000000,0.170000,0.000000,1233.316800,0,606146560,0,147985,
0:04:59:994,0.000000,0.008193,0.000000,0.007814,0.000000,2.000341,0.000000,515.522400,0.000000,504.530500,0.000000,526.514300,0,8192,0,2,0.000000,2.020577,0.000000,1.926972,0.000000,493.304887,0.000000,2.024075,0.000000,0.170000,0.000000,1233.316800,0,606154752,0,147987,
0:05:00:995,0.000000,0.372292,0.000000,0.355045,0.000000,90.891630,0.000000,13.587095,0.000000,0.176700,0.000000,509.564600,0,372736,0,91,0.000000,2.015094,0.000000,1.921744,0.000000,491.966337,0.000000,2.031181,0.000000,0.170000,0.000000,1233.316800,0,606527488,0,148078,
0:05:01:995,0.000000,0.381023,0.000000,0.363372,0.000000,93.023302,0.000000,9.263190,0.000000,0.174600,0.000000,501.518800,0,380928,0,93,0.000000,2.009684,0.000000,1.916584,0.000000,490.645629,0.000000,2.035720,0.000000,0.170000,0.000000,1233.316800,0,606908416,0,148171,
0:05:02:994,0.000000,0.012301,0.000000,0.011731,0.000000,3.003096,0.000000,351.893233,0.000000,0.358900,0.000000,542.036400,0,12288,0,3,0.000000,2.003099,0.000000,1.910304,0.000000,489.037859,0.000000,2.042803,0.000000,0.170000,0.000000,1233.316800,0,606920704,0,148174,
0:05:03:995,0.000000,0.409291,0.000000,0.390331,0.000000,99.924627,0.000000,9.195557,0.000000,0.182500,0.000000,498.673200,0,409600,0,100,0.000000,1.997852,0.000000,1.905300,0.000000,487.756880,0.000000,2.047627,0.000000,0.170000,0.000000,1233.316800,0,607330304,0,148274,
0:05:04:995,0.000000,0.372600,0.000000,0.355339,0.000000,90.966870,0.000000,12.201046,0.000000,0.176000,0.000000,512.122500,0,372736,0,91,0.000000,1.992521,0.000000,1.900216,0.000000,486.455421,0.000000,2.053855,0.000000,0.170000,0.000000,1233.316800,0,607703040,0,148365,
0:05:05:995,0.000000,0.008190,0.000000,0.007811,0.000000,1.999494,0.000000,520.646250,0.000000,515.658600,0.000000,525.633900,0,8192,0,2,0.000000,1.986035,0.000000,1.894030,0.000000,484.871790,0.000000,2.060846,0.000000,0.170000,0.000000,1233.316800,0,607711232,0,148367,
0:05:06:996,0.000000,0.380794,0.000000,0.363154,0.000000,92.967303,0.000000,7.368126,0.000000,0.174200,0.000000,515.893900,0,380928,0,93,0.000000,1.980804,0.000000,1.889042,0.000000,483.594749,0.000000,2.064170,0.000000,0.170000,0.000000,1233.316800,0,608092160,0,148460,
0:05:07:995,0.000000,0.418185,0.000000,0.398812,0.000000,102.095888,0.000000,10.729684,0.000000,0.181100,0.000000,584.996700,0,417792,0,102,0.000000,1.975735,0.000000,1.884208,0.000000,482.357246,0.000000,2.070120,0.000000,0.170000,0.000000,1233.316800,0,608509952,0,148562,
0:05:08:995,0.000000,0.376869,0.000000,0.359411,0.000000,92.009090,0.000000,12.822683,0.000000,0.177100,0.000000,538.226500,0,376832,0,92,0.000000,1.970561,0.000000,1.879274,0.000000,481.094073,0.000000,2.076775,0.000000,0.170000,0.000000,1233.316800,0,608886784,0,148654,
0:05:09:994,0.000000,0.004097,0.000000,0.003907,0.000000,1.000169,0.000000,555.782700,0.000000,555.782700,0.000000,555.782700,0,4096,0,1,0.000000,1.964219,0.000000,1.873225,0.000000,479.545602,0.000000,2.080499,0.000000,0.170000,0.000000,1233.316800,0,608890880,0,148655,
0:05:10:994,0.000000,0.389070,0.000000,0.371046,0.000000,94.987804,0.000000,13.970985,0.000000,0.174600,0.000000,581.467100,0,389120,0,95,0.000000,1.959153,0.000000,1.868394,0.000000,478.308890,0.000000,2.088093,0.000000,0.170000,0.000000,1233.316800,0,609280000,0,148750,
0:05:11:995,0.000000,0.405473,0.000000,0.386689,0.000000,98.992368,0.000000,12.186077,0.000000,0.182200,0.000000,596.108600,0,405504,0,99,0.000000,1.954173,0.000000,1.863645,0.000000,477.093005,0.000000,2.094809,0.000000,0.170000,0.000000,1233.316800,0,609685504,0,148849,
0:05:12:995,0.000000,0.004096,0.000000,0.003906,0.000000,0.999890,0.000000,557.396400,0.000000,557.396400,0.000000,557.396400,0,4096,0,1,0.000000,1.947942,0.000000,1.857702,0.000000,475.571733,0.000000,2.098540,0.000000,0.170000,0.000000,1233.316800,0,609689600,0,148850,
0:05:13:994,0.000000,0.377060,0.000000,0.359593,0.000000,92.055786,0.000000,13.582998,0.000000,0.178800,0.000000,579.089500,0,376832,0,92,0.000000,1.942942,0.000000,1.852934,0.000000,474.351050,0.000000,2.105634,0.000000,0.170000,0.000000,1233.316800,0,610066432,0,148942,
0:05:14:994,0.000000,0.384956,0.000000,0.367123,0.000000,93.983374,0.000000,7.891805,0.000000,0.174000,0.000000,606.462200,0,385024,0,94,0.000000,1.937995,0.000000,1.848216,0.000000,473.143286,0.000000,2.109283,0.000000,0.170000,0.000000,1233.316800,0,610451456,0,149036,
0:05:15:995,0.000000,0.388671,0.000000,0.370666,0.000000,94.890439,0.000000,15.562409,0.000000,0.178500,0.000000,567.777200,0,389120,0,95,0.000000,1.933086,0.000000,1.843535,0.000000,471.944873,0.000000,2.117853,0.000000,0.170000,0.000000,1233.316800,0,610840576,0,149131,
0:05:16:994,0.000000,0.004101,0.000000,0.003911,0.000000,1.001304,0.000000,553.609600,0.000000,553.609600,0.000000,553.609600,0,4096,0,1,0.000000,1.927009,0.000000,1.837739,0.000000,470.461140,0.000000,2.121551,0.000000,0.170000,0.000000,1233.316800,0,610844672,0,149132,
0:05:17:994,0.000000,0.413605,0.000000,0.394445,0.000000,100.977856,0.000000,11.306625,0.000000,0.173900,0.000000,565.997000,0,413696,0,101,0.000000,1.922249,0.000000,1.833199,0.000000,469.298956,0.000000,2.127768,0.000000,0.170000,0.000000,1233.316800,0,611258368,0,149233,
0:05:18:995,0.000000,0.384882,0.000000,0.367052,0.000000,93.965289,0.000000,12.920851,0.000000,0.176400,0.000000,561.171600,0,385024,0,94,0.000000,1.917427,0.000000,1.828601,0.000000,468.121896,0.000000,2.134562,0.000000,0.170000,0.000000,1233.316800,0,611643392,0,149327,
0:05:19:995,0.000000,0.004096,0.000000,0.003906,0.000000,0.999890,0.000000,560.722000,0.000000,560.722000,0.000000,560.722000,0,4096,0,1,0.000000,1.911447,0.000000,1.822898,0.000000,466.661942,0.000000,2.138303,0.000000,0.170000,0.000000,1233.316800,0,611647488,0,149328,
0:05:20:996,0.000000,0.384685,0.000000,0.366864,0.000000,93.917221,0.000000,14.061519,0.000000,0.177400,0.000000,615.066200,0,385024,0,94,0.000000,1.906687,0.000000,1.818358,0.000000,465.499693,0.000000,2.145803,0.000000,0.170000,0.000000,1233.316800,0,612032512,0,149422,
0:05:21:994,0.000000,0.385785,0.000000,0.367913,0.000000,94.185819,0.000000,10.044390,0.000000,0.176100,0.000000,564.930700,0,385024,0,94,0.000000,1.901973,0.000000,1.813862,0.000000,464.348786,0.000000,2.150769,0.000000,0.170000,0.000000,1233.316800,0,612417536,0,149516,
0:05:22:996,0.000000,0.412782,0.000000,0.393659,0.000000,100.776830,0.000000,11.113368,0.000000,0.178800,0.000000,593.068100,0,413696,0,101,0.000000,1.897352,0.000000,1.809456,0.000000,463.220659,0.000000,2.156819,0.000000,0.170000,0.000000,1233.316800,0,612831232,0,149617,
0:05:23:994,0.000000,0.004104,0.000000,0.003914,0.000000,1.002005,0.000000,649.844200,0.000000,649.844200,0.000000,649.844200,0,4096,0,1,0.000000,1.891520,0.000000,1.803894,0.000000,461.796873,0.000000,2.161148,0.000000,0.170000,0.000000,1233.316800,0,612835328,0,149618,
0:05:24:994,0.000000,0.376821,0.000000,0.359365,0.000000,91.997332,0.000000,10.089016,0.000000,0.174800,0.000000,598.249000,0,376832,0,92,0.000000,1.886859,0.000000,1.799449,0.000000,460.658964,0.000000,2.166020,0.000000,0.170000,0.000000,1233.316800,0,613212160,0,149710,
0:05:25:994,0.000000,0.385093,0.000000,0.367253,0.000000,94.016810,0.000000,16.656930,0.000000,0.173400,0.000000,595.210200,0,385024,0,94,0.000000,1.882253,0.000000,1.795056,0.000000,459.534464,0.000000,2.175113,0.000000,0.170000,0.000000,1233.316800,0,613597184,0,149804,
0:05:26:994,0.000000,0.008190,0.000000,0.007810,0.000000,1.999420,0.000000,374.221200,0.000000,116.524700,0.000000,631.917700,0,8192,0,2,0.000000,1.876520,0.000000,1.789589,0.000000,458.134830,0.000000,2.180080,0.000000,0.170000,0.000000,1233.316800,0,613605376,0,149806,
0:05:27:994,0.000000,0.384966,0.000000,0.367132,0.000000,93.985855,0.000000,8.183805,0.000000,0.176900,0.000000,636.073800,0,385024,0,94,0.000000,1.871972,0.000000,1.785252,0.000000,457.024423,0.000000,2.183845,0.000000,0.170000,0.000000,1233.316800,0,613990400,0,149900,
0:05:28:994,0.000000,0.389193,0.000000,0.371163,0.000000,95.017835,0.000000,14.362080,0.000000,0.177100,0.000000,637.278600,0,389120,0,95,0.000000,1.867466,0.000000,1.780954,0.000000,455.924275,0.000000,2.191558,0.000000,0.170000,0.000000,1233.316800,0,614379520,0,149995,
0:05:29:994,0.000000,0.004095,0.000000,0.003905,0.000000,0.999775,0.000000,605.275000,0.000000,605.275000,0.000000,605.275000,0,4096,0,1,0.000000,1.861818,0.000000,1.775568,0.000000,454.545370,0.000000,2.195579,0.000000,0.170000,0.000000,1233.316800,0,614383616,0,149996,
0:05:30:995,0.000000,0.400922,0.000000,0.382349,0.000000,97.881456,0.000000,14.258994,0.000000,0.178700,0.000000,659.002900,0,401408,0,98,0.000000,1.857399,0.000000,1.771354,0.000000,453.466506,0.000000,2.203455,0.000000,0.170000,0.000000,1233.316800,0,614785024,0,150094,
0:05:31:996,0.000000,0.372713,0.000000,0.355447,0.000000,90.994449,0.000000,12.332873,0.000000,0.181700,0.000000,623.362200,0,372736,0,91,0.000000,1.852926,0.000000,1.767088,0.000000,452.374631,0.000000,2.209593,0.000000,0.170000,0.000000,1233.316800,0,615157760,0,150185,
0:05:32:995,0.000000,0.032775,0.000000,0.031256,0.000000,8.001637,0.000000,85.913787,0.000000,0.225600,0.000000,607.184900,0,32768,0,8,0.000000,1.847462,0.000000,1.761877,0.000000,451.040420,0.000000,2.214051,0.000000,0.170000,0.000000,1233.316800,0,615190528,0,150193,
0:05:33:995,0.000000,0.401552,0.000000,0.382949,0.000000,98.035067,0.000000,10.781706,0.000000,0.178900,0.000000,630.089800,0,401408,0,98,0.000000,1.843134,0.000000,1.757749,0.000000,449.983870,0.000000,2.219638,0.000000,0.170000,0.000000,1233.316800,0,615591936,0,150291,
0:05:34:994,0.000000,0.008203,0.000000,0.007823,0.000000,2.002672,0.000000,489.097900,0.000000,305.333700,0.000000,672.862100,0,8192,0,2,0.000000,1.837664,0.000000,1.752533,0.000000,448.648360,0.000000,2.226117,0.000000,0.170000,0.000000,1233.316800,0,615600128,0,150293,
0:05:35:995,0.000000,0.008179,0.000000,0.007801,0.000000,1.996929,0.000000,632.119050,0.000000,595.225100,0.000000,669.013000,0,8192,0,2,0.000000,1.832210,0.000000,1.747332,0.000000,447.316965,0.000000,2.234499,0.000000,0.170000,0.000000,1233.316800,0,615608320,0,150295,
0:05:36:994,0.000000,0.381390,0.000000,0.363722,0.000000,93.112788,0.000000,9.625856,0.000000,0.178300,0.000000,657.314600,0,380928,0,93,0.000000,1.827910,0.000000,1.743231,0.000000,446.267159,0.000000,2.239070,0.000000,0.170000,0.000000,1233.316800,0,615989248,0,150388,
0:05:37:994,0.000000,0.376779,0.000000,0.359325,0.000000,91.987131,0.000000,11.964424,0.000000,0.179600,0.000000,663.271000,0,376832,0,92,0.000000,1.823616,0.000000,1.739136,0.000000,445.218819,0.000000,2.245016,0.000000,0.170000,0.000000,1233.316800,0,616366080,0,150480,
0:05:38:995,0.000000,0.028638,0.000000,0.027312,0.000000,6.991773,0.000000,104.581143,0.000000,0.202100,0.000000,638.178200,0,28672,0,7,0.000000,1.818315,0.000000,1.734080,0.000000,443.924563,0.000000,2.249776,0.000000,0.170000,0.000000,1233.316800,0,616394752,0,150487,
0:05:39:995,0.000000,0.393326,0.000000,0.375105,0.000000,96.026878,0.000000,8.541399,0.000000,0.183300,0.000000,349.435300,0,393216,0,96,0.000000,1.814125,0.000000,1.730084,0.000000,442.901597,0.000000,2.253787,0.000000,0.170000,0.000000,1233.316800,0,616787968,0,150583,
0:05:40:995,0.000000,0.008192,0.000000,0.007812,0.000000,1.999953,0.000000,612.090850,0.000000,611.421800,0.000000,612.759900,0,8192,0,2,0.000000,1.808829,0.000000,1.725033,0.000000,441.608569,0.000000,2.261887,0.000000,0.170000,0.000000,1233.316800,0,616796160,0,150585,
0:05:41:994,0.000000,0.397733,0.000000,0.379308,0.000000,97.102871,0.000000,9.715968,0.000000,0.176500,0.000000,478.195100,0,397312,0,97,0.000000,1.804707,0.000000,1.721103,0.000000,440.602283,0.000000,2.266685,0.000000,0.170000,0.000000,1233.316800,0,617193472,0,150682,
0:05:42:995,0.000000,0.008182,0.000000,0.007803,0.000000,1.997607,0.000000,626.626900,0.000000,612.536100,0.000000,640.717700,0,8192,0,2,0.000000,1.799463,0.000000,1.716102,0.000000,439.321991,0.000000,2.274972,0.000000,0.170000,0.000000,1233.316800,0,617201664,0,150684,
0:05:43:994,0.000000,0.356765,0.000000,0.340238,0.000000,87.100819,0.000000,5.271849,0.000000,0.178100,0.000000,303.303500,0,356352,0,87,0.000000,1.795274,0.000000,1.712106,0.000000,438.299251,0.000000,2.276702,0.000000,0.170000,0.000000,1233.316800,0,617558016,0,150771,
0:05:44:994,0.000000,0.008192,0.000000,0.007813,0.000000,2.000008,0.000000,676.155600,0.000000,666.806700,0.000000,685.504500,0,8192,0,2,0.000000,1.790094,0.000000,1.707166,0.000000,437.034588,0.000000,2.285641,0.000000,0.170000,0.000000,1233.316800,0,617566208,0,150773,
0:05:45:995,0.000000,0.004092,0.000000,0.003902,0.000000,0.998908,0.000000,623.891400,0.000000,623.891400,0.000000,623.891400,0,4096,0,1,0.000000,1.784926,0.000000,1.702238,0.000000,435.772962,0.000000,2.289763,0.000000,0.170000,0.000000,1233.316800,0,617570304,0,150774,
0:05:46:995,0.000000,0.385029,0.000000,0.367192,0.000000,94.001166,0.000000,15.365853,0.000000,0.177900,0.000000,625.169700,0,385024,0,94,0.000000,1.780892,0.000000,1.698391,0.000000,434.788019,0.000000,2.297910,0.000000,0.170000,0.000000,1233.316800,0,617955328,0,150868,
0:05:47:994,0.000000,0.004101,0.000000,0.003911,0.000000,1.001106,0.000000,632.373500,0.000000,632.373500,0.000000,632.373500,0,4096,0,1,0.000000,1.775792,0.000000,1.693527,0.000000,433.542850,0.000000,2.302087,0.000000,0.170000,0.000000,1233.316800,0,617959424,0,150869,
0:05:48:994,0.000000,0.384952,0.000000,0.367118,0.000000,93.982313,0.000000,15.242315,0.000000,0.177400,0.000000,651.539900,0,385024,0,94,0.000000,1.771805,0.000000,1.689725,0.000000,432.569689,0.000000,2.310144,0.000000,0.170000,0.000000,1233.316800,0,618344448,0,150963,
0:05:49:995,0.000000,0.004092,0.000000,0.003903,0.000000,0.999081,0.000000,641.980400,0.000000,641.980400,0.000000,641.980400,0,4096,0,1,0.000000,1.766750,0.000000,1.684904,0.000000,431.335468,0.000000,2.314382,0.000000,0.170000,0.000000,1233.316800,0,618348544,0,150964,
0:05:50:994,0.000000,0.389502,0.000000,0.371458,0.000000,95.093258,0.000000,13.354602,0.000000,0.172100,0.000000,617.720700,0,389120,0,95,0.000000,1.762830,0.000000,1.681166,0.000000,430.378428,0.000000,2.321325,0.000000,0.170000,0.000000,1233.316800,0,618737664,0,151059,
0:05:51:995,0.000000,0.004093,0.000000,0.003904,0.000000,0.999296,0.000000,602.846000,0.000000,602.846000,0.000000,602.846000,0,4096,0,1,0.000000,1.757830,0.000000,1.676397,0.000000,429.157714,0.000000,2.325300,0.000000,0.170000,0.000000,1233.316800,0,618741760,0,151060,
0:05:52:994,0.000000,0.377224,0.000000,0.359749,0.000000,92.095651,0.000000,13.390446,0.000000,0.173600,0.000000,600.641800,0,376832,0,92,0.000000,1.753923,0.000000,1.672671,0.000000,428.203831,0.000000,2.332035,0.000000,0.170000,0.000000,1233.316800,0,619118592,0,151152,
0:05:53:994,0.000000,0.008190,0.000000,0.007811,0.000000,1.999557,0.000000,626.818600,0.000000,607.234400,0.000000,646.402800,0,8192,0,2,0.000000,1.748990,0.000000,1.667967,0.000000,426.999566,0.000000,2.340298,0.000000,0.170000,0.000000,1233.316800,0,619126784,0,151154,
0:05:54:995,0.000000,0.401113,0.000000,0.382531,0.000000,97.928033,0.000000,10.972077,0.000000,0.176200,0.000000,584.309900,0,401408,0,98,0.000000,1.745191,0.000000,1.664343,0.000000,426.071901,0.000000,2.345891,0.000000,0.170000,0.000000,1233.316800,0,619528192,0,151252,
0:05:55:995,0.000000,0.004096,0.000000,0.003906,0.000000,0.999917,0.000000,599.958400,0.000000,599.958400,0.000000,599.958400,0,4096,0,1,0.000000,1.740299,0.000000,1.659679,0.000000,424.877753,0.000000,2.349842,0.000000,0.170000,0.000000,1233.316800,0,619532288,0,151253,
0:05:56:995,0.000000,0.397250,0.000000,0.378847,0.000000,96.984880,0.000000,14.118930,0.000000,0.183000,0.000000,671.350000,0,397312,0,97,0.000000,1.736537,0.000000,1.656090,0.000000,423.959121,0.000000,2.357384,0.000000,0.170000,0.000000,1233.316800,0,619929600,0,151350,
